,favourites_count,followers_count,friends_count,listed_count,retweet_count,statuses_count,text_length
764,17284,543,217,28,0,43913,138
765,1695,1278,1563,14,0,20082,32
766,3351,451,1076,15,0,8654,113
767,1473,359,636,90,1,8091,115
768,500,423,427,33,0,1643,101
769,22699,3153,404,100,906,50159,139
770,91280,1421,1859,66,55,122233,140
771,30605,117,144,10,1,16698,118
772,18797,210,292,8,61,39915,140
773,1282,435,176,14,0,12960,125
774,13,3604,0,84,906,2203,139
775,2413,310,723,11,0,14430,140
776,62406,1433,1004,46,19,56818,140
777,10464,2042,368,148,0,20320,136
778,61985,1428,1400,17,0,26079,116
779,283,183,374,2,351,578,144
780,230,264,576,5,0,8481,134
781,19905,225,73,27,0,19952,111
782,3765,368,554,13,19,3354,140
783,134,17,17,4,0,1661,92
784,1,141,26,119,0,88906,87
785,2843,193,292,7,19,3830,140
786,1519,206,67,9,151,5030,130
787,1695,1278,1563,14,0,20082,76
788,1683,146,322,2,0,348,29
789,825,338,615,10,351,2441,144
790,180805,3145,2669,140,0,128685,140
791,279,1202,1568,697,0,118592,87
792,29282,738,1060,64,0,28792,49
793,968,66,19,2,19,1316,140
794,807,70,84,8,0,3553,117
795,22437,190,386,11,0,17891,119
796,10115,193,1114,4,72,5287,115
797,23,61,24,1,0,76,54
798,83927,401,279,35,109,80812,126
799,137,286,300,3,17,3748,112
800,2012,71,481,2,0,6278,83
801,12879,1190,907,39,0,164107,128
802,258,444,844,1,0,3812,137
803,1801,335,461,4,0,3709,135
804,3,880,1596,27,0,26818,136
805,61947,563,223,118,2,48759,140
806,61947,563,223,118,1,48759,86
807,137,286,300,3,51,3748,140
808,61687,1106,749,25,0,30759,123
809,7654,903,1526,4,2,9421,140
810,2279,122,201,2,0,2133,139
811,0,375,401,64,0,385852,94
812,1519,206,67,9,249,5030,49
813,32065,716,733,50,32,13617,150
814,998,63,184,0,47,2421,49
815,1519,206,67,9,124,5030,86
816,0,503,3130,4,0,1306,48
817,61687,1106,749,25,0,30759,115
818,0,896,1581,354,0,128624,134
819,22112,462,1536,15,0,5993,68
820,5807,344,766,84,55,11450,95
821,32,58,132,0,0,563,138
822,39790,1144,1819,64,2,39657,140
823,1304,104,77,25,20,5770,101
824,74342,3171,2387,80,0,45804,124
825,4199,1238,1973,60,0,23476,86
826,32065,716,733,50,8,13617,140
827,44065,725,284,82,351,38647,144
828,15468,474,1028,32,1,9138,136
829,7984,1474,2388,66,0,7174,140
830,4130,362,363,9,906,2424,139
831,39790,1144,1819,64,1,39657,140
832,7,2,4,0,0,196,137
833,2626,65,87,9,0,3398,101
834,180805,3145,2669,140,0,128685,83
835,5509,283,89,29,0,24866,90
836,601,256,401,8,60,6359,126
837,21122,909,2599,42,0,24903,144
838,11873,2146,1933,21,8,65384,140
839,27033,438,598,24,906,16764,139
840,3528,128,480,10,1,3859,64
841,3528,128,480,10,2,3859,140
842,33,22,58,1,0,514,138
843,76,933,1753,7,0,2264,119
844,50788,315,506,7,37,14432,117
845,31586,828,3355,47,9,38243,140
846,136760,587,309,68,30,92104,140
847,15404,4376,2416,55,1,26272,138
848,31586,828,3355,47,1,38243,59
849,53114,683,607,49,906,183924,139
850,2121,309,284,7,906,2610,139
851,30525,1932,472,71,3,46419,110
852,16026,105,423,7,298,4580,140
853,1282,435,176,14,0,12960,90
854,0,51,176,10,0,19009,87
855,2360,599,685,5,351,2859,144
856,8169,502,498,37,0,3782,91
857,19905,225,73,27,3,19952,124
858,17,599,644,30,0,67081,87
859,183,37,44,10,0,844,121
860,8016,114,521,6,0,4096,124
861,4,225,252,20,0,8156,95
862,6399,597,971,27,3,70742,115
863,4689,21592,1332,141,0,21924,40
864,29282,738,1060,64,0,28792,48
865,5697,343,514,23,0,12625,140
866,30115,3248,2815,54,1,38426,82
867,258,444,844,1,0,3812,140
868,1670,536,282,34,0,14545,139
869,61582,840,911,54,0,29063,136
870,33,638,902,9,0,9565,87
871,0,57,184,9,0,20447,87
872,62899,2871,4998,87,0,116172,81
873,0,120,0,8,0,13825,140
874,89,30,200,0,419,209,133
875,1647,152,324,4,60,2652,126
876,0,149,2,36,0,74144,87
877,36,892,2346,38,0,58167,87
878,9834,253,390,2,0,12972,130
879,520,76,216,118,0,3028,53
880,19905,225,73,27,1,19952,72
881,19321,5496,5855,174,0,74551,125
882,1231,110,175,18,1463,33853,140
883,22497,1234,1117,30,1,60512,140
884,1240,27,74,0,0,2347,134
885,20788,808,764,9,19,9532,140
886,6177,367,332,16,0,21254,61
887,453,39,69,2,0,800,72
888,27863,2254,1402,92,0,47847,121
889,9812,3829,879,196,1,34765,97
890,462,48,121,4,0,1930,89
891,2012,71,481,2,0,6278,90
892,4,25,81,0,275,32,100
893,13166,177,343,5,0,8505,45
894,7672,524,1034,20,351,11354,144
895,453,39,69,2,1,800,76
896,79706,22138,14677,2681,2,978756,116
897,0,114,9,112,0,86838,87
898,2126,142,172,4,1,8973,134
899,64,4160,116,91,0,103603,120
900,71468,2129,1987,133,0,87536,94
901,64,4160,116,91,2,103603,96
902,33901,220,113,21,38,34553,140
903,3172,188,606,11,0,9365,103
904,64,4160,116,91,0,103603,138
905,29605,32,188,0,1066,9360,148
906,2346,193,50,18,0,14605,140
907,1124,309,681,4,1,2961,143
908,252001,1613,1359,103,60,103816,126
909,42533,2920,1359,55,0,87009,135
910,5702,750,1011,48,0,30113,134
911,27863,2254,1402,92,351,47847,144
912,76336,4105,813,142,351,116754,144
913,13127,929,1444,11,0,6425,89
914,1,237,270,37,0,37616,112
915,140362,600,358,25,1463,36994,140
916,230,264,576,5,0,8481,137
917,0,68,205,10,0,13016,87
918,6177,367,332,16,0,21254,56
919,12399,573,502,37,0,23295,139
920,252001,1613,1359,103,2,103816,103
921,0,94,185,28,0,48771,87
922,453,39,69,2,125,800,129
923,1695,1278,1563,14,0,20082,101
924,1282,435,176,14,0,12960,104
925,2422,881,1553,10,351,5301,144
926,258,444,844,1,0,3812,139
927,2798,971,2089,38,773,4385,140
928,5570,735,1008,19,275,40115,100
929,64,4160,116,91,0,103603,142
930,0,71,194,14,0,20786,87
931,2400,405,793,39,43,45327,140
932,8309,364,324,3,62,18479,140
933,283,183,374,2,1066,578,148
934,13782,914,187,21,0,45341,124
935,0,93,181,26,0,49102,87
936,64,4160,116,91,0,103603,107
937,5004,17,39,0,165,1094,140
938,252001,1613,1359,103,13,103816,138
939,43321,366,678,8,205,24132,95
940,50788,315,506,7,62,14432,140
941,12224,38,219,8,906,4914,139
942,1801,335,461,4,0,3709,134
943,252001,1613,1359,103,6,103816,140
944,10925,694,815,10,0,11070,139
945,8817,1099,1588,32,1,8627,86
946,27,112,154,5,906,6729,139
947,1,141,291,13,0,36418,87
948,318,46,69,6,0,2863,86
949,61947,563,223,118,0,48759,138
950,64,4160,116,91,0,103603,138
951,28092,237205,252,2094,62,30782,140
952,0,87,210,10,0,28323,87
953,31,143,188,3,0,5374,100
954,64,4160,116,91,0,103603,64
955,46843,849,467,66,1,103238,103
956,64,4160,116,91,0,103603,138
957,398,284,226,7,0,32936,62
958,694,7544,3651,179,0,47554,114
959,3576,385,869,4,2,2058,140
960,0,49,196,8,0,24146,87
961,64,4160,116,91,0,103603,81
962,64,4160,116,91,0,103603,57
963,2249,102,130,4,0,1841,107
964,5273,241,311,0,0,19694,44
965,145,148,95,1,0,835,116
966,0,149,208,32,0,44381,87
967,1484,1521,511,10,0,5348,117
968,31360,1152,694,106,14,87862,109
969,11070,1036,3108,34,4,47091,138
970,1633,235,105,20,1,30832,140
971,2400,405,793,39,77,45327,140
972,285218,1159,924,49,906,104799,139
973,2360,599,685,5,419,2859,133
974,71468,2129,1987,133,0,87536,94
975,7654,903,1526,4,0,9421,45
976,1240,27,74,0,0,2347,96
977,44065,725,284,82,205,38647,140
978,19,56,71,3,205,1443,140
979,5226,533,980,7,351,5338,144
980,737489,2973,123,519,82,614332,67
981,20542,596,1122,18,0,7043,136
982,32065,716,733,50,3,13617,112
983,4886,192,306,14,0,8231,126
984,2983,78,71,2,0,3688,140
985,175,120,42,2,0,690,104
986,180805,3145,2669,140,0,128685,57
987,1038,817,381,20,13,49968,138
988,25195,1881,1147,28,0,20102,37
989,1452,175,282,2,62,1145,140
990,31586,828,3355,47,1,38243,89
991,345,886,961,5,0,9240,137
992,345,886,961,5,14,9240,109
993,920,18145,15703,339,0,830329,88
994,165023,1378,802,220,0,114881,135
995,85371,3969,123,83,36,77941,140
996,248,9,40,1,14,286,109
997,702,150,378,3,0,2559,22
998,5702,750,1011,48,0,30113,136
999,5049,2203,2044,163,1,24923,89
1000,0,232,325,32,0,61524,87
1001,321,90,294,0,351,371,144
1002,7553,312,372,12,60,6318,126
1003,13127,929,1444,11,62,6425,140
1004,804,80,369,5,906,5049,139
1005,19905,225,73,27,198,19952,76
1006,29282,738,1060,64,1,28792,103
1007,3576,385,869,4,9,2058,140
1008,3528,128,480,10,1,3859,126
1009,6399,597,971,27,3,70742,115
1010,32075,77,216,0,62,2033,140
1011,737489,2973,123,519,9,614332,134
1012,10267,176,159,5,906,11439,139
1013,0,28890,1431,1080,62,76187,140
1014,50431,2362,3016,78,351,116901,144
1015,0,111,228,26,0,37698,87
1016,104,4426,282,299,906,12570,139
1017,5702,750,1011,48,0,30113,129
1018,143727,883,995,52,39,107386,138
1019,13755,462,812,40,1,23579,103
1020,0,89,267,13,0,10593,87
1021,136760,587,309,68,83,92104,140
1022,5509,283,89,29,1,24866,140
1023,2983,78,71,2,28,3688,140
1024,183,914,1498,40,1,75563,122
1025,17564,2449,40,146,351,249602,144
1026,345,818,205,51,205,69450,95
1027,1670,536,282,34,0,14545,140
1028,286,247,642,11,773,2130,140
1029,4828,27771,60,360,24,35204,87
1030,1647,152,324,4,351,2652,144
1031,136760,587,309,68,51,92104,140
1032,1,70,189,8,0,19803,87
1033,17246,1647,2323,285,1,285255,43
1034,183,914,1498,40,28,75563,140
1035,0,107,196,9,0,25105,87
1036,378,40,77,1,1,978,113
1037,44,5,30,1,137,3896,140
1038,119814,1519,1589,95,906,77676,139
1039,3528,128,480,10,2,3859,140
1040,165023,1378,802,220,62,114881,140
1041,10267,176,159,5,3,11439,140
1042,89615,1178,709,43,145,43113,139
1043,44065,725,284,82,145,38647,139
1044,29282,738,1060,64,1,28792,107
1045,266,75,468,0,906,1151,139
1046,345,886,961,5,3,9240,124
1047,60,5000,4744,61,0,27071,87
1048,0,167,247,14,0,24345,87
1049,44065,725,284,82,198,38647,76
1050,136760,587,309,68,9,92104,140
1051,6177,367,332,16,0,21254,129
1052,34,49,119,2,2,1123,127
1053,1647,152,324,4,205,2652,140
1054,71468,2129,1987,133,4,87536,103
1055,839,143,653,7,906,1463,139
1056,252001,1613,1359,103,1,103816,77
1057,13064,102,362,3,1,9035,92
1058,323,62,124,1,2,3204,49
1059,10267,176,159,5,25,11439,140
1060,75469,694,950,54,906,91867,139
1061,44065,725,284,82,7,38647,140
1062,22955,316,84,7,0,11354,138
1063,92621,24033,2562,361,2,102227,135
1064,270598,1819,642,129,62,170673,140
1065,2,53,90,1,0,6,125
1066,816,65,101,4,205,1728,140
1067,2400,405,793,39,1,45327,92
1068,14105,448,95,16,125,19924,129
1069,7035,506,551,48,10,42718,68
1070,117746,614,573,68,60,65275,126
1071,32065,716,733,50,15,13617,140
1072,22112,462,1536,15,0,5993,60
1073,5702,750,1011,48,0,30113,140
1074,10236,1316,658,49,62,20495,140
1075,17246,1647,2323,285,1,285255,144
1076,0,69,182,11,0,23327,87
1077,16505,308,477,11,906,7109,139
1078,0,78,227,14,0,23932,87
1079,70547,930,619,67,13,120787,138
1080,335,937,1963,17,0,3723,104
1081,31360,1152,694,106,83,87862,140
1082,952,179,218,3,0,1894,42
1083,52,65,345,1,0,1266,90
1084,268630,928,168,184,24,116719,106
1085,14497,941,520,39,10,51322,68
1086,50431,2362,3016,78,1,116901,138
1087,10578,223,613,7,351,4609,144
1088,26377,1058,318,27,2,16308,88
1089,22523,901,1053,29,24,13513,106
1090,93680,1426,679,25,1,68869,140
1091,27410,717,261,53,62,67989,140
1092,2,53,90,1,0,6,110
1093,61678,459,686,36,74,43564,123
1094,139721,2217,4997,855,1463,133084,140
1095,5702,750,1011,48,0,30113,139
1096,0,169,184,26,0,72136,87
1097,0,188,190,36,0,37461,87
1098,1452,175,282,2,9,1145,134
1099,0,71,208,8,0,17134,87
1100,42533,2920,1359,55,2,87009,92
1101,258,444,844,1,2,3812,96
1102,29369,1009,1362,50,1,29018,103
1103,2399,202,1502,5,906,4064,139
1104,27641,41,105,0,247,7929,139
1105,0,783,1972,96,0,73224,136
1106,138,263,64,39,0,81619,136
1107,0,85,186,11,0,38449,87
1108,27641,41,105,0,60,7929,126
1109,1695,1278,1563,14,0,20082,37
1110,3528,128,480,10,3,3859,140
1111,7417,1079,779,726,0,221084,136
1112,628,392,247,14,2,13213,94
1113,57903,681,2371,17,13,61676,138
1114,62885,1949,1713,107,0,69462,62
1115,1004,76,139,0,0,5984,107
1116,475,171,197,3,0,6238,127
1117,3346,407,934,7,28,5314,140
1118,0,42,182,16,0,11209,87
1119,39790,1144,1819,64,1,39657,140
1120,39790,1144,1819,64,0,39657,63
1121,12353,1547,1260,27,2,65026,69
1122,1,97,23,95,0,33233,136
1123,60686,5569,4333,164,0,147792,113
1124,2825,561,1128,8,205,4855,140
1125,0,96,175,32,0,46217,87
1126,252001,1613,1359,103,13,103816,86
1127,27641,41,105,0,419,7929,133
1128,17564,2449,40,146,62,249602,140
1129,27641,41,105,0,351,7929,144
1130,2,2380,2218,392,0,49487,103
1131,22523,901,1053,29,1,13513,28
1132,72,3967,2598,76,0,95167,136
1133,9127,622,931,93,137,10963,140
1134,17560,18388,5753,1696,0,62046,136
1135,1084,44,413,1,1463,1415,140
1136,0,158,267,24,0,61371,87
1137,1578,179,433,6,2,2937,111
1138,2983,78,71,2,83,3688,140
1139,461,3435,3614,183,0,224456,136
1140,8665,3720,4207,59,0,199399,119
1141,16388,76,33,5,298,8952,140
1142,43379,52844,3829,1300,0,31938,34
1143,22,10,40,1,0,129,70
1144,2001,1405,1341,320,0,287348,136
1145,2200,180,192,1,351,3102,144
1146,10267,176,159,5,137,11439,140
1147,252001,1613,1359,103,2,103816,130
1148,190958,4872,3068,281,62,236620,140
1149,4,1535,2142,13,0,3392,136
1150,11175,930,656,12,51,14618,136
1151,1085,296,567,86,0,14363,87
1152,19905,225,73,27,1,19952,46
1153,203529,447,1579,12,313,129151,92
1154,258,444,844,1,1,3812,137
1155,136760,587,309,68,145,92104,139
1156,324,205,98,4,5,4939,134
1157,1189,180,180,3,54,3614,65
1158,43,34,14,10,0,3808,79
1159,3107,525,126,721,0,131862,136
1160,1938,174,296,7,906,2142,139
1161,2618,583,1202,10,0,4284,123
1162,2201,1310,1593,13,2,5631,105
1163,31586,828,3355,47,60,38243,126
1164,15404,4376,2416,55,4,26272,140
1165,0,82,182,32,0,44575,87
1166,44065,725,284,82,1,38647,63
1167,702,437,212,62,0,202082,87
1168,27641,41,105,0,0,7929,135
1169,3551,556,653,4,0,1931,105
1170,16363,593,212,27,62,36106,140
1171,26688,599,2904,27,1,29897,138
1172,17564,2449,40,146,24,249602,106
1173,419,1172,1005,21,0,16289,92
1174,16258,711,63,119,2,157734,140
1175,149,810,406,406,0,701121,136
1176,2908,692,501,15,1,9565,133
1177,11175,930,656,12,351,14618,144
1178,102,8,4,0,1,123,84
1179,17246,1647,2323,285,0,285255,95
1180,5702,750,1011,48,0,30113,124
1181,235,641,67,7,275,2408,100
1182,3278,494,953,8,14,3986,109
1183,32,58,132,0,0,563,132
1184,46,811,71,477,0,961309,136
1185,1,708,3,229,0,577512,87
1186,7654,903,1526,4,1,9421,140
1187,0,1800,78,1297,0,454499,106
1188,56,159,61,9,0,31669,123
1189,378,40,77,1,0,978,127
1190,1,708,3,229,0,577512,87
1191,7654,903,1526,4,4,9421,88
1192,183,914,1498,40,24,75563,106
1193,6118,139,318,5,1,8464,147
1194,984,18534,15409,471,0,26446,138
1195,11958,185,387,13,351,4559,144
1196,22112,462,1536,15,0,5993,140
1197,103775,893,1989,21,1,15675,108
1198,345,886,961,5,74,9240,123
1199,136760,587,309,68,60,92104,126
1200,2,53,90,1,24,6,106
1201,175,120,42,2,0,690,72
1202,31360,1152,694,106,5,87862,140
1203,191700,1701,1202,141,4,174122,88
1204,0,46,180,12,0,17807,87
1205,3528,128,480,10,0,3859,90
1206,14386,235785,2158,13179,3,220601,49
1207,1832,40,520,1,205,3696,95
1208,62848,2435,1561,86,2,73629,140
1209,2088,6145,4087,474,0,80370,90
1210,16061,2492,1705,473,0,176485,127
1211,38762,2689,2601,165,62,105870,140
1212,31586,828,3355,47,205,38243,140
1213,0,159,192,36,0,37151,87
1214,17246,1647,2323,285,205,285255,140
1215,1695,1278,1563,14,0,20082,45
1216,2422,881,1553,10,11,5301,140
1217,2422,881,1553,10,24,5301,106
1218,191700,1701,1202,141,24,174122,106
1219,671,300,915,16,1,12758,127
1220,13755,462,812,40,5,23579,140
1221,25288,7513,1633,303,0,27054,97
1222,70713,6405,7041,237,3,44632,57
1223,73438,1317,1339,82,54,74167,65
1224,6177,367,332,16,0,21254,139
1225,737489,2973,123,519,298,614332,140
1226,7199,126,280,6,0,8080,134
1227,117746,614,573,68,0,65275,72
1228,329,109,146,0,1,850,140
1229,2422,881,1553,10,55,5301,140
1230,30607,1731,1936,53,51,40032,140
1231,2170,4581,203,169,32,14362,139
1232,32,1634,96,1147,0,563050,118
1233,145,82,286,1,0,420,139
1234,7984,1474,2388,66,0,7174,125
1235,91280,1421,1859,66,63,122234,140
1236,132,149,298,5,1463,10966,140
1237,5702,750,1011,48,0,30113,140
1238,32,58,132,0,0,563,138
1239,12399,573,502,37,0,23295,139
1240,1,88,206,25,0,39523,87
1241,117746,614,573,68,51,65275,140
1242,500,17,43,4,24,928,106
1243,968,66,19,2,11,1316,140
1244,389,191,135,16,0,11298,74
1245,5540,93281,3968,2373,62,658975,140
1246,2843,193,292,7,11,3830,140
1247,1124,309,681,4,42,2961,127
1248,27989,1631,2249,40,9,42880,134
1249,4,9,192,0,205,49,140
1250,7654,903,1526,4,7,9421,88
1251,7169,119,77,29,5,9329,140
1252,103775,893,1989,21,145,15675,139
1253,3067,540,558,51,24,101315,106
1254,17052,1593,1117,45,62,27278,140
1255,663,230,764,10,24,6591,106
1256,11572,161,106,3,62,10625,140
1257,28,219,355,2,1,3346,88
1258,591,1528,2849,63,1,4574,140
1259,17017,166,1497,12,115,9867,144
1260,16258,711,63,119,4,157734,133
1261,0,400,283,114,0,166070,110
1262,25853,1143,1100,19,125,11165,129
1263,30115,3248,2815,54,51,38426,140
1264,50788,315,506,7,175,14432,140
1265,12399,573,502,37,2,23295,105
1266,5702,750,1011,48,0,30113,135
1267,2874,1920,2863,221,3,203742,65
1268,12353,1547,1260,27,24,65026,106
1269,0,120,0,8,0,13825,103
1270,50431,2362,3016,78,8,116901,97
1271,136760,587,309,68,13,92104,140
1272,57903,681,2371,17,11,61676,140
1273,22955,316,84,7,1,11354,108
1274,209,757,492,11,0,6793,136
1275,516,158,259,2,51,535,140
1276,5568,3027,2782,289,0,181531,97
1277,242,214,254,14,906,12935,139
1278,3175,1569,1823,34,12,22682,136
1279,3804,1622,1459,15,24,7617,106
1280,1094,132,123,3,1,4633,119
1281,1282,435,176,14,0,12960,109
1282,34797,739,1132,27,1,19363,88
1283,11728,196,567,17,62,8037,140
1284,5568,3027,2782,289,0,181531,92
1285,147,70,69,3,0,5319,134
1286,43,34,14,10,0,3808,91
1287,5702,750,1011,48,0,30113,105
1288,8665,3720,4207,59,0,199399,138
1289,17246,1647,2323,285,2,285256,140
1290,1155,126,291,4,4,2347,88
1291,17246,1647,2323,285,1,285256,90
1292,60686,5569,4333,164,0,147792,131
1293,28,219,355,2,1,3346,139
1294,30187,1987,1539,29,24,83694,106
1295,0,92,217,12,0,30954,87
1296,5540,93281,3968,2373,3,658975,135
1297,5509,283,89,29,4,24866,140
1298,1789,421,402,12,2,584,92
1299,348,471,285,15,51,9552,140
1300,31586,828,3355,47,0,38243,132
1301,5855,381,631,13,0,9106,95
1302,26,11,75,0,0,1308,133
1303,79038,824,1361,143,11,55106,140
1304,2072,69,160,14,0,4910,110
1305,71468,2129,1987,133,1,87536,88
1306,3804,1622,1459,15,0,7617,126
1307,4036,240,492,8,338,7339,114
1308,5281,228,449,2,4,3738,88
1309,3798,1268,85,21,1,36084,131
1310,1465,923,1448,10,42,5506,140
1311,36,157,52,11,2,7562,60
1312,5568,3027,2782,289,0,181531,88
1313,321,72,94,1,42,1246,140
1314,27863,2254,1402,92,175,47847,140
1315,6743,140,130,9,19,3007,140
1316,5568,3027,2782,289,0,181531,95
1317,14619,18,472,7,42,14909,140
1318,1695,5662,5716,25,0,109431,123
1319,23114,12083,9021,163,42,17547,127
1320,5702,750,1011,48,0,30113,127
1321,37,66,617,0,6,1721,110
1322,103775,893,1989,21,205,15675,140
1323,0,43,196,13,0,16487,87
1324,151350,303,32,18,115,79525,140
1325,1155,126,291,4,7,2347,88
1326,2837,682,272,12,0,13073,112
1327,516,158,259,2,0,535,120
1328,13782,914,187,21,1,45341,118
1329,4492,810,1512,6,8,12170,113
1330,900,167,590,7,51,1745,140
1331,1857,673,148,42,4,17478,88
1332,22112,462,1536,15,0,5993,120
1333,20947,719,649,14,0,37737,110
1334,1465,923,1448,10,42,5506,127
1335,455,676,1484,6,0,1291,54
1336,1465,923,1448,10,4,5506,136
1337,1214,270,337,13,3,3709,140
1338,81702,2701,1811,119,2,138418,93
1339,2998,560,263,6,0,6480,77
1340,169,89,157,1,0,773,136
1341,11873,2146,1933,21,145,65384,139
1342,651,228,408,4,0,2916,55
1343,2825,561,1128,8,0,4855,113
1344,0,240,312,21,0,60368,87
1345,842,37,17,4,0,4587,123
1346,3833,127,786,12,0,1750,87
1347,43,34,14,10,0,3808,30
1348,737489,2973,123,519,36,614332,140
1349,663,230,764,10,1,6591,130
1350,6177,367,332,16,10,21254,114
1351,53925,1606,1984,45,1,46856,89
1352,952,179,218,3,0,1894,74
1353,5568,3027,2782,289,0,181531,96
1354,28922,2987,3369,69,2,45421,110
1355,53925,1606,1984,45,6,46856,85
1356,19905,225,73,27,13,19952,119
1357,845,450,501,70,2,3855,109
1358,17246,1647,2323,285,6,285256,85
1359,29282,738,1060,64,4,28792,88
1360,17235,1480,1036,69,10,16179,68
1361,136760,587,309,68,351,92104,144
1362,0,84,201,17,0,23602,87
1363,340,2339,2344,189,0,97198,87
1364,28922,2987,3369,69,1,45421,140
1365,56471,197,130,18,298,49128,140
1366,2,97,77,1,0,1053,137
1367,2683,320,201,12,0,7396,140
1368,127333,1374,3879,79,8,133165,113
1369,345,886,961,5,4,9240,88
1370,25291,419,538,28,62,22717,140
1371,1155,126,291,4,4,2347,88
1372,12597,625,351,13,0,22898,137
1373,218,145,312,2,0,3018,87
1374,2282,504,996,73,351,27720,144
1375,1,57,194,13,0,16558,87
1376,103775,893,1989,21,2,15675,72
1377,29282,738,1060,64,7,28792,88
1378,1695,1278,1563,14,0,20082,46
1379,27610,486,594,67,906,84456,139
1380,1695,1278,1563,14,0,20082,29
1381,5702,750,1011,48,0,30113,140
1382,2882,78,507,3,115,4396,144
1383,7553,312,372,12,1,6318,75
1384,1389,791,1513,1,83,1190,140
1385,8309,364,324,3,42,18479,140
1386,0,50,209,19,0,13656,87
1387,1465,923,1448,10,2,5506,75
1388,19905,225,73,27,35,19952,140
1389,7218,817,1087,59,42,34634,140
1390,15738,547,1069,11,205,7931,140
1391,19905,225,73,27,26,19952,120
1392,19905,225,73,27,31,19952,140
